SNR,SNR_mean,RSNR,time,lambda
30,30,43.3915626893068,0.0276021666666667,2
30,30,36.7307226303025,0.041275375,2
30,30,41.8368718157926,0.0358877916666667,2
30,30,43.5168466513629,0.0360750833333333,2
30,30,43.5528565116475,0.042340875,2
30,30,44.5622289280702,0.0432959166666667,2
30,30,43.239429963566,0.032718625,2
30,30,33.6404468354165,0.0391600416666667,2
30,30,43.6363484205629,0.0375423333333333,2
30,30,46.9320424800402,0.0435567083333333,2
30,30,45.2606618357118,0.0426349583333333,2
30,30,44.1201663980418,0.0391795416666667,2
30,30,40.7382445669033,0.0435190833333333,2
30,30,44.1361472787206,0.0399600416666667,2
30,30,42.9004594550117,0.037671875,2
30,30,43.6078662967038,0.0488586666666667,2
30,30,37.1869289451243,0.045407375,2
30,30,44.7058905541095,0.0195910416666667,2
30,30,41.6287690224238,0.0376954166666667,2
30,30,51.0653789464091,0.046603875,2
30,30,42.6457295527923,0.0445919583333333,2
30,30,42.7626437402802,0.04390275,2
30,30,35.6371189782064,0.0423177083333333,2
30,30,42.3546436615595,0.03900875,2
30,30,41.4771574716836,0.0376396666666667,2
30,30,49.6467742778734,0.0399570416666667,2
30,30,45.2968827912868,0.0445885833333333,2
30,30,42.9602568943019,0.0276879583333333,2
30,30,39.8420308794125,0.0360243333333333,2
30,30,44.5484168745328,0.0335590416666667,2
30,30,36.5982649035786,0.0400079583333333,2
30,30,46.8751403140045,0.0398615,2
30,30,42.8972216031254,0.0332589166666667,2
30,30,32.7233266385026,0.0427465833333333,2
30,30,47.9089274137797,0.0358241666666667,2
30,30,45.9447912931367,0.0370688333333333,2
30,30,46.121931135944,0.0315135416666667,2
30,30,45.2033460193035,0.0359390833333333,2
30,30,41.7220028356425,0.0272883333333333,2
30,30,45.7718251572851,0.03441525,2
30,30,43.7774495613594,0.0427339583333333,2
30,30,48.4712787321079,0.0413882083333333,2
30,30,33.6921670018737,0.0378334166666667,2
30,30,47.1270783155216,0.0401005416666667,2
30,30,40.220045859156,0.0458452083333333,2
30,30,42.6371416656442,0.03803925,2
30,30,46.045433844679,0.0528852083333333,2
30,30,47.9103742106877,0.0386522916666667,2
30,30,33.5859938466935,0.0343562916666667,2
30,30,35.667318739411,0.0427446666666667,2
30,30,44.3916544367389,0.0487671666666667,2
30,30,43.2235482606743,0.040818625,2
30,30,45.3339877950878,0.0404825833333333,2
30,30,43.1826157669218,0.0436835833333333,2
30,30,45.8379001375561,0.0394128333333333,2
30,30,46.3310933049208,0.0358330416666667,2
30,30,33.8205163086047,0.0466225833333333,2
30,30,48.4310746332268,0.032835375,2
30,30,42.4201578546767,0.0422622083333333,2
30,30,43.167056418067,0.0388144583333333,2
30,30,46.1975674960086,0.0353355833333333,2
30,30,47.1567642948417,0.0429275,2
30,30,43.8993470422852,0.0490578333333333,2
30,30,46.5002763365989,0.0377711666666667,2
30,30,43.9714489279572,0.0426849166666667,2
30,30,46.3020013108271,0.039443375,2
30,30,35.3060912798072,0.0487254583333333,2
30,30,43.8094319062431,0.0550124166666667,2
30,30,52.2309066413233,0.052167125,2
30,30,44.2527915162851,0.0602944583333333,2
30,30,52.1889807393648,0.0433299166666667,2
30,30,45.2078245734621,0.0426788333333333,2
30,30,42.4182903970595,0.0317995,2
30,30,46.2230867329998,0.0457930833333333,2
30,30,43.3898952043671,0.035245375,2
30,30,32.5233574042873,0.0354634166666667,2
30,30,42.6954521322725,0.0501140833333333,2
30,30,46.5915327367092,0.04023075,2
30,30,44.4362236246494,0.0499404583333333,2
30,30,46.0338853738703,0.0365304583333333,2
30,30,47.1968404693554,0.041305625,2
30,30,35.3353932403933,0.04508075,2
30,30,46.0882915779275,0.0372006666666667,2
30,30,38.8053458964165,0.0406055,2
30,30,42.7424836938118,0.036196,2
30,30,52.3312143900903,0.0420374583333333,2
30,30,46.1127006283294,0.0415011666666667,2
30,30,43.2763860213436,0.0423997916666667,2
30,30,37.660255607301,0.0420697916666667,2
30,30,34.9479138481719,0.03959225,2
30,30,42.1486417740408,0.0312765,2
30,30,41.6146032734082,0.0308641666666667,2
30,30,33.4881584474386,0.0385584583333333,2
30,30,44.9964461869507,0.0443532916666667,2
30,30,40.9997079732865,0.0399580833333333,2
30,30,41.5660796003404,0.0440876666666667,2
30,30,43.9556579286807,0.0386669166666667,2
30,30,41.3023783982665,0.04292125,2
30,30,43.9254609142364,0.040622625,2
30,30,44.1199666386391,0.0329693333333333,2
30,30,43.0455127153472,0.0401870325,2
