SNR,SNR_mean,RSNR,time,lambda
40,40,50.6209106517794,0.03349125,2
40,40,55.8471645668055,0.033809375,2
40,40,58.8189346394435,0.0248248333333333,2
40,40,51.3489204190748,0.025143375,2
40,40,51.1289646999363,0.029253,2
40,40,55.5810643239099,0.0381652083333333,2
40,40,45.5950120095309,0.0193619166666667,2
40,40,55.9361602395069,0.0271470833333333,2
40,40,53.1566468542743,0.0300360833333333,2
40,40,54.4144423444405,0.0247234583333333,2
40,40,40.9097438008522,0.01651075,2
40,40,48.1035207199764,0.01903825,2
40,40,56.4855173312604,0.027191875,2
40,40,52.0006005984153,0.0330171666666667,2
40,40,56.1652271075942,0.031305375,2
40,40,55.8432142032768,0.027570625,2
40,40,34.7828919532138,0.0118450416666667,2
40,40,52.9725126290112,0.028040125,2
40,40,56.2412562500907,0.02016675,2
40,40,56.0044378724729,0.0274660416666667,2
40,40,53.5936840625669,0.0238035,2
40,40,34.2604549915653,0.013067125,2
40,40,56.4136422234529,0.02701025,2
40,40,55.2643258793655,0.02973625,2
40,40,56.5330879738422,0.0209743333333333,2
40,40,59.871559907174,0.0272682916666667,2
40,40,53.7368350105418,0.021025125,2
40,40,53.308305158705,0.0318611666666667,2
40,40,51.019859875353,0.0235644166666667,2
40,40,46.3605567304046,0.0337809583333333,2
40,40,42.0953401618048,0.0193377083333333,2
40,40,36.6109370805328,0.02720475,2
40,40,52.8333328078527,0.0334626666666667,2
40,40,57.9468429745017,0.0363560416666667,2
40,40,52.3167955768738,0.0228250416666667,2
40,40,53.5976546423783,0.0296081666666667,2
40,40,52.3282515786742,0.0368855416666667,2
40,40,53.8120732734892,0.0276935416666667,2
40,40,52.1822427267189,0.0271569166666667,2
40,40,53.1362948098928,0.0230424583333333,2
40,40,48.7129864204826,0.03110975,2
40,40,58.2704527114543,0.0286662083333333,2
40,40,56.2816059620528,0.0332304583333333,2
40,40,55.9200571040176,0.026073125,2
40,40,34.8886164416543,0.0158143333333333,2
40,40,61.2920485074122,0.0223782083333333,2
40,40,57.3316890794943,0.0264600416666667,2
40,40,52.3325985470029,0.0264429583333333,2
40,40,56.9471456657956,0.026635625,2
40,40,53.0702096873362,0.0354875833333333,2
40,40,52.7388359049322,0.0284486666666667,2
40,40,54.8060420613066,0.0418084583333333,2
40,40,46.3588634632799,0.0243410416666667,2
40,40,51.6884627811927,0.03252925,2
40,40,50.3749808818726,0.04605175,2
40,40,53.9241310559162,0.0241288333333333,2
40,40,53.1776669327579,0.0358167083333333,2
40,40,58.740054868541,0.0300659583333333,2
40,40,55.0183129625859,0.0246475833333333,2
40,40,52.5021806810413,0.032949875,2
40,40,54.127057842175,0.0239890833333333,2
40,40,52.6788965098682,0.02744075,2
40,40,53.3258255736476,0.024050125,2
40,40,55.2484454987045,0.02358425,2
40,40,56.5435927163877,0.0199928333333333,2
40,40,49.5631687174573,0.0320974583333333,2
40,40,59.1959335622462,0.023967375,2
40,40,58.2149805187783,0.025382625,2
40,40,59.8529291852454,0.0270066666666667,2
40,40,50.8610969205287,0.03054825,2
40,40,48.9559580399408,0.0332480416666667,2
40,40,43.8369094728262,0.02928375,2
40,40,38.1290890522964,0.0223429583333333,2
40,40,45.3491149434829,0.0193108333333333,2
40,40,41.8653677972342,0.033535875,2
40,40,60.5329155174917,0.0280893333333333,2
40,40,53.443779092547,0.0327634583333333,2
40,40,50.9919913476585,0.0302582083333333,2
40,40,46.2862118699699,0.0250596666666667,2
40,40,36.7651629763449,0.0273755833333333,2
40,40,53.529519974929,0.0326660416666667,2
40,40,54.5439130125976,0.0309839583333333,2
40,40,53.9733989785681,0.0332489166666667,2
40,40,55.5483781245962,0.0243477083333333,2
40,40,53.2619283630905,0.0217402916666667,2
40,40,41.0166194577047,0.0107684166666667,2
40,40,55.538107500368,0.0254559583333333,2
40,40,35.2405506268522,0.00950191666666667,2
40,40,56.7794176408822,0.0250130833333333,2
40,40,54.5605459268981,0.0289816666666667,2
40,40,34.9857603064571,0.0198879166666667,2
40,40,51.0489206613056,0.0259667083333333,2
40,40,38.9320707453941,0.017469375,2
40,40,57.4530079777856,0.0306620833333333,2
40,40,48.9184888988724,0.03125,2
40,40,53.5473238698081,0.0191921666666667,2
40,40,54.7190053725581,0.02564875,2
40,40,58.2058956922154,0.0385681666666667,2
40,40,52.1281414052834,0.0251045,2
40,40,51.7489718263786,0.02972725,2
40,40,51.6500455589806,0.0270237025,2
