time,norm,actualtrue,predtrue,TP,FP,TN,FN,accuracy,precision,recall,F1,lambda
0.077759875,0.0235806708207604,35,34,26,8,857,9,0.981111111111111,0.764705882352941,0.742857142857143,0.753623188405797,0.9
0.041725375,0.0344848438079671,36,49,25,24,840,11,0.961111111111111,0.510204081632653,0.694444444444444,0.588235294117647,0.9
0.0851044166666667,0.00910617643476416,36,28,28,0,864,8,0.991111111111111,1,0.777777777777778,0.875,0.9
0.103937291666667,0.00260362398816288,34,30,30,0,866,4,0.995555555555556,1,0.882352941176471,0.9375,0.9
0.085479125,0.00498143753794713,36,29,29,0,864,7,0.992222222222222,1,0.805555555555556,0.892307692307692,0.9
0.0733657916666667,0.00121044312301961,36,32,32,0,864,4,0.995555555555556,1,0.888888888888889,0.941176470588235,0.9
0.063180125,0.0208789611235974,35,30,26,4,861,9,0.985555555555556,0.866666666666667,0.742857142857143,0.8,0.9
0.07748375,0.000868606305214022,36,31,31,0,864,5,0.994444444444444,1,0.861111111111111,0.925373134328358,0.9
0.0362967083333333,0.0229417794000204,36,40,25,15,849,11,0.971111111111111,0.625,0.694444444444444,0.657894736842105,0.9
0.0820827083333333,0.00307625437800367,35,31,31,0,865,4,0.995555555555556,1,0.885714285714286,0.939393939393939,0.9
0.0769769583333333,0.00186692974576558,35,30,30,0,865,5,0.994444444444444,1,0.857142857142857,0.923076923076923,0.9
0.034641,0.043468641026316,36,48,22,26,838,14,0.955555555555556,0.458333333333333,0.611111111111111,0.523809523809524,0.9
0.0522769166666667,0.0296661029466834,36,48,26,22,842,10,0.964444444444444,0.541666666666667,0.722222222222222,0.619047619047619,0.9
0.0953595833333333,0.00280445653905254,35,30,30,0,865,5,0.994444444444444,1,0.857142857142857,0.923076923076923,0.9
0.0406638333333333,0.0240571458444049,35,54,23,31,834,12,0.952222222222222,0.425925925925926,0.657142857142857,0.51685393258427,0.9
0.083893375,0.0194733716750791,35,30,27,3,862,8,0.987777777777778,0.9,0.771428571428571,0.830769230769231,0.9
0.06344075,0.000927805836786081,35,31,31,0,865,4,0.995555555555556,1,0.885714285714286,0.939393939393939,0.9
0.0614705833333333,0.0255824443556028,36,33,23,10,854,13,0.974444444444444,0.696969696969697,0.638888888888889,0.666666666666667,0.9
0.0740785,0.0223937595879918,35,29,28,1,864,7,0.991111111111111,0.96551724137931,0.8,0.875,0.9
0.0817796666666667,0.0160908178793155,36,27,26,1,863,10,0.987777777777778,0.962962962962963,0.722222222222222,0.825396825396825,0.9
0.0555236666666667,0.0139786896866026,36,29,29,0,864,7,0.992222222222222,1,0.805555555555556,0.892307692307692,0.9
0.0486355416666667,0.0179777948039457,36,28,27,1,863,9,0.988888888888889,0.964285714285714,0.75,0.84375,0.9
0.0439292083333333,0.0130488539233936,36,27,27,0,864,9,0.99,1,0.75,0.857142857142857,0.9
0.0491562083333333,0.0275942082244982,35,44,21,23,842,14,0.958888888888889,0.477272727272727,0.6,0.531645569620253,0.9
0.08979625,0.00326334600865168,35,32,32,0,865,3,0.996666666666667,1,0.914285714285714,0.955223880597015,0.9
0.0624074166666667,0.0137848760857846,35,27,26,1,864,9,0.988888888888889,0.962962962962963,0.742857142857143,0.838709677419355,0.9
0.0423635416666667,0.0227305961554736,36,43,24,19,845,12,0.965555555555556,0.558139534883721,0.666666666666667,0.607594936708861,0.9
0.08186825,0.000682841379691719,35,32,32,0,865,3,0.996666666666667,1,0.914285714285714,0.955223880597015,0.9
0.0917235416666667,0.0257429034034071,35,39,27,12,853,8,0.977777777777778,0.692307692307692,0.771428571428571,0.72972972972973,0.9
0.0786365416666667,0.00433230012410838,35,32,32,0,865,3,0.996666666666667,1,0.914285714285714,0.955223880597015,0.9
0.0555893333333333,0.0188095566481901,36,49,28,21,843,8,0.967777777777778,0.571428571428571,0.777777777777778,0.658823529411765,0.9
0.0925760416666667,0.00308346298242294,35,32,32,0,865,3,0.996666666666667,1,0.914285714285714,0.955223880597015,0.9
0.057022125,0.0310273842123007,36,29,27,2,862,9,0.987777777777778,0.931034482758621,0.75,0.830769230769231,0.9
0.0312156666666667,0.0395970280267393,36,45,21,24,840,15,0.956666666666667,0.466666666666667,0.583333333333333,0.518518518518519,0.9
0.061807375,0.010041949960084,34,27,27,0,866,7,0.992222222222222,1,0.794117647058823,0.885245901639344,0.9
0.046960125,0.025683886008572,35,51,23,28,837,12,0.955555555555556,0.450980392156863,0.657142857142857,0.534883720930233,0.9
0.0376760416666667,0.0221565306250605,36,44,25,19,845,11,0.966666666666667,0.568181818181818,0.694444444444444,0.625,0.9
0.0500079166666667,0.0335238577859868,36,52,25,27,837,11,0.957777777777778,0.480769230769231,0.694444444444444,0.568181818181818,0.9
0.079913875,0.00568444529723957,34,28,28,0,866,6,0.993333333333333,1,0.823529411764706,0.903225806451613,0.9
0.040901375,0.0341611045634871,36,45,24,21,843,12,0.963333333333333,0.533333333333333,0.666666666666667,0.592592592592593,0.9
0.0553322916666667,0.020523763934716,36,32,27,5,859,9,0.984444444444444,0.84375,0.75,0.794117647058823,0.9
0.108308916666667,0.010366144636061,36,30,30,0,864,6,0.993333333333333,1,0.833333333333333,0.909090909090909,0.9
0.0796992083333333,0.0122012979275022,35,28,27,1,864,8,0.99,0.964285714285714,0.771428571428571,0.857142857142857,0.9
0.03898825,0.0307290648340352,36,37,26,11,853,10,0.976666666666667,0.702702702702703,0.722222222222222,0.712328767123288,0.9
0.0418792083333333,0.0264046898106648,36,54,25,29,835,11,0.955555555555556,0.462962962962963,0.694444444444444,0.555555555555555,0.9
